dataset	package	graph_path	method	method_label	rank	score	etype	src	dst	suggested_level	suggested_rationale	evidence_level	annotator_note
osp	npm::meupkgdeteste@0.0.1-security	artifacts/osp_all/npm::meupkgdeteste@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::meupkgdeteste@0.0.1-security::proc::install	FILE:npm::meupkgdeteste@0.0.1-security::file::common/node.js	contextual	File artifact is supporting context.		
osp	npm::meupkgdeteste@0.0.1-security	artifacts/osp_all/npm::meupkgdeteste@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::meupkgdeteste@0.0.1-security::proc::install	FILE:npm::meupkgdeteste@0.0.1-security::file::dist/signature.js	contextual	File artifact is supporting context.		
osp	npm::meupkgdeteste@0.0.1-security	artifacts/osp_all/npm::meupkgdeteste@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::meupkgdeteste@0.0.1-security::proc::install	FILE:npm::meupkgdeteste@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minipass/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::dist/error.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/constants.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minipass/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::dist/error.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/constants.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minipass/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::dist/error.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/index.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::minizlib/constants.js	contextual	File artifact is supporting context.		
osp	npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0	artifacts/osp_all/npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::proc::install	FILE:npm::new-tricks-v-bucks-generator-free_2023-sure-ahk-ghff@1.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::signer/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/package.json	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/ephemeral.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::signer/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/package.json	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/ephemeral.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::signer/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/package.json	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::strip-ansi/index.js	contextual	File artifact is supporting context.		
osp	npm::svgo-compressor@99.0.0	artifacts/osp_all/npm::svgo-compressor@99.0.0.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::svgo-compressor@99.0.0::proc::install	FILE:npm::svgo-compressor@99.0.0::file::fulcio/ephemeral.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::traecr@0.0.1-security	artifacts/osp_all/npm::traecr@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::traecr@0.0.1-security::proc::install	FILE:npm::traecr@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/package.json	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/snapshot.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/root.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/package.json	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/snapshot.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/root.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/package.json	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/snapshot.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::usaa-accessible-text@0.0.1-security	artifacts/osp_all/npm::usaa-accessible-text@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::usaa-accessible-text@0.0.1-security::proc::install	FILE:npm::usaa-accessible-text@0.0.1-security::file::dist/root.js	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/fancy_getopt.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/core.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/extension.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/errors.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/dist.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/fancy_getopt.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/core.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/extension.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/errors.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/dist.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/fancy_getopt.cpython-310.pyc	contextual	File artifact is supporting context.		
osp	pypi::boostbot@0.0.1	artifacts/osp_all/pypi::boostbot@0.0.1.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:pypi::boostbot@0.0.1::proc::install	FILE:pypi::boostbot@0.0.1::file::__pycache__/core.cpython-310.pyc	contextual	File artifact is supporting context.		
